Text,Category_Conclusion/Future Work,Category_Data/Dataset,Category_Discussion/Analysis,Category_Experiments/Experimentation,Category_Introduction/Background,Category_Methods/Methodology,Category_Results/Findings,Category_Tools/Technologies,Category_Uncategorized
1–6.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[23] A. S. Vyas, H. B. Prajapati, and V. K. Dabhi, ‘‘Survey on face expression
recognition using CNN,’’ in Proc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5th Int.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Conf.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Adv.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Comput.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Commun.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Syst.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(ICACCS), Mar.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"2019, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
102–106.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[24] S. Li and W. Deng, ‘‘Deep facial expression recognition: A survey,’’
IEEE Trans.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Affect.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Comput., early access, Mar.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"17, 2020, doi: 10.1109/
TAFFC.2020.2981446.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[25] A. Fathima and K. Vaidehi, ‘‘Review on facial expression recognition
system using machine learning techniques,’’ in Advances in Decision
Sciences, Image Processing, Security and Computer Vision.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Berlin, Ger-
many: Springer, 2020, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
608–618.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[26] Z. Zeng, M. Pantic, G. I. Roisman, and T. S. Huang, ‘‘A survey of affect
recognition methods: Audio, visual, and spontaneous expressions,’’ IEEE
Trans.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Pattern Anal.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mach.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Intell., vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"31, no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"1, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"39–58, Jan. 2009.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[27] E. Sariyanidi, H. Gunes, and A. Cavallaro, ‘‘Automatic analysis of
facial affect: A survey of registration, representation, and recognition,’’
IEEE Trans.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pattern Anal.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mach.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Intell., vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"37, no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"6, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"1113–1133,
Jun.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[28] P. Bhattacharya, S. Tanwar, U. Bodke, S. Tyagi, and N. Kumar,
‘‘BinDaaS: Blockchain-based deep-learning as-a-Service in health-
care 4.0 applications,’’ IEEE Trans.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Netw.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sci.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Eng., early access,
Dec. 25, 2019, doi: 10.1109/TNSE.2019.2961932.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[29] J. Vora, D. Vekaria, S. Tanwar, and S. Tyagi, ‘‘Machine learning-based
voltage dip measurement of smart energy meter,’’ in Proc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5th Int.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Conf.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Parallel, Distrib.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Grid Comput.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(PDGC), Dec. 2018, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
828–832.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[30] J. N. Bassili, ‘‘Facial motion in the perception of faces and of emotional
expression.,’’ J. Experim.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Psychol., Hum.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Perception Perform., vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"4,
no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"3, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"373–379, 1978.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[31] C. Padgett and G. W. Cottrell, ‘‘Representing face images for emotion
classiﬁcation,’’ in Proc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"NIPS, 1996, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
894–900.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[32] G. Guo, S. Z. Li, and K. Chan, ‘‘Face recognition by support vector
machines,’’ in Proc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4th IEEE Int.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Conf.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Autom.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Face Gesture Recognit.,
Mar.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"2000, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
196–201.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[33] M. Matsugu, K. Mori, Y. Mitari, and Y. Kaneda, ‘‘Subject independent
facial expression recognition with robust face detection using a convo-
lutional neural network,’’ Neural Netw., vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"16, nos.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"5–6, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"555–559,
Jun.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2003.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[34] I. Kotsia and I. Pitas, ‘‘Facial expression recognition in image sequences
using geometric deformation features and support vector machines,’’
IEEE Trans.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Image Process., vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"16, no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"1, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"172–187, Jan. 2007.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[35] S. Ebrahimi Kahou, V. Michalski, K. Konda, R. Memisevic, and C. Pal,
‘‘Recurrent neural networks for emotion recognition in video,’’ in Proc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ACM Int.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Conf.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Multimodal Interact.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"ICMI, 2015, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
467–474.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[36] K. Zhang, Y. Huang, Y.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Du, and L. Wang, ‘‘Facial expression recogni-
tion based on deep evolutional spatial-temporal networks,’’ IEEE Trans.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Image Process., vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"26, no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"9, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"4193–4203, Sep. 2017.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[37] W. Zheng, X. Zhou, C. Zou, and L. Zhao, ‘‘Facial expression recogni-
tion using kernel canonical correlation analysis (KCCA),’’ IEEE Trans.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Neural Netw., vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"17, no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"1, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"233–238, Jan. 2006.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[38] P. Lucey, J. F. Cohn, T. Kanade, J. Saragih, Z. Ambadar, and I. Matthews,
‘‘The extended cohn-kanade dataset (CK+): A complete dataset for action
unit and emotion-speciﬁed expression,’’ in Proc.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEEE Comput.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Soc.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Conf.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Comput.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Vis.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Pattern Recognit.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Workshops, Jun.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"2010, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
94–101.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[39] M. Pantic, M. Valstar, R. Rademaker, and L. Maat, ‘‘Web-based database
for facial expression analysis,’’ in Proc.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEEE Int.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Conf.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Multimedia Expo,
Jul.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"2005, p. 5.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[40] G. Zhao, X. Huang, M. Taini, S. Z. Li, and M. Pietikäinen, ‘‘Facial
expression recognition from near-infrared videos,’’ Image Vis.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Comput.,
vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"29, no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"9, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"607–619, Aug. 2011.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[41] R. Gross, I. Matthews, J. Cohn, T. Kanade, and S. Baker, ‘‘Multi-PIE,’’
Image Vis.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Comput., vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"28, no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"5, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"807–813, May 2010.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[42] O. Langner, R. Dotsch, G. Bijlstra, D. H. J. Wigboldus, S. T. Hawk,
and A. van Knippenberg, ‘‘Presentation and validation of the radboud
faces database,’’ Cognition Emotion, vol.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"24, no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"8, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"1377–1388,
Dec. 2010.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[43] N. Aifanti, C. Papachristou, and A. Delopoulos, ‘‘The mug facial expres-
sion database,’’ in Proc.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11th Int.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Workshop Image Anal.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Multimedia
Interact.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Services WIAMIS, Apr.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"2010, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1–4.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[44] J. M. Susskind, A. K. Anderson, and G. E. Hinton, ‘‘The toronto face
database,’’ Dept.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Comput.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Sci., Univ.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Toronto, Toronto, ON, Canada,
Tech.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Rep, 2010, vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[45] I. J. Goodfellow et al., ‘‘Challenges in representation learning: A report
on three machine learning contests,’’ Neural Netw., vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"64, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"59–63,
Apr.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[46] P. Viola and M. Jones, ‘‘Rapid object detection using a boosted cascade of
simple features,’’ in Proc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
IEEE Comput.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Soc.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Conf.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Comput.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Vis.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Pattern
Recognit.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"CVPR, Dec. 2001, p. 1.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[47] B. Xiao, ‘‘Principal component analysis for feature extraction of image
sequence,’’ in Proc.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Int.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Conf.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Comput.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Commun.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Technol.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Agricult.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Eng.,
Jun.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"2010, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
250–253.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"VOLUME 8, 2020
90515
K. Patel et al.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
": Facial Sentiment Analysis Using AI Techniques: State-of-the-Art, Taxonomies, and Challenges
[48] S. Tanwar, T. Ramani, and S. Tyagi, ‘‘Dimensionality reduction using
PCA and SVD in big data: A comparative case study,’’ in Future Internet
Technologies and Trends, Z. Patel and S. Gupta, eds.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Cham, Switzerland:
Springer, 2018, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
116–125.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[49] G. Kumar and P. K. Bhatia, ‘‘A detailed review of feature extraction
in image processing systems,’’ in Proc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4th Int.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Conf.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Adv.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Comput.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Commun.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Technol., Feb. 2014, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5–12.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[50] N. Janu, S. Kumar, and P. Mathur, ‘‘Performance analysis of feature
extraction techniques for facial expression recognition,’’ Int.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
J. Comput.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Appl., vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"166, no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"1, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"1–3, 2017.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[51] K. Cho and S. M. Dunn, ‘‘Learning shape classes,’’ IEEE Trans.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Pattern
Anal.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mach.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Intell., vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"16, no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"9, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"882–888, Sep. 1994.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[52] K.-C. Song, Y.-H. Yan, W.-H. Chen, and X. Zhang, ‘‘Research and
perspective on local binary pattern,’’ Acta Automatica Sinica, vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"39,
no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"6, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"730–744, Mar.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[53] Y. Lecun, L. Bottou, Y. Bengio, and P. Haffner, ‘‘Gradient-based learn-
ing applied to document recognition,’’ Proc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"IEEE, vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"86, no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"11,
pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"2278–2324, Nov. 1998.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[54] R. S. Jadhav and P. Ghadekar, ‘‘Content based facial emotion recogni-
tion model using machine learning algorithm,’’ in Proc.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Int.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Conf.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Adv.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Comput.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Telecommun.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(ICACAT), Dec. 2018, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1–5.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[55] B. Kitchenham, O. Pearl Brereton, D. Budgen, M. Turner, J. Bailey, and
S. Linkman, ‘‘Systematic literature reviews in software engineering—A
systematic literature review,’’ Inf.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Softw.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Technol., vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"51, no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"1, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"7–15,
Jan. 2009.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[56] P. Mehta, R. Gupta, and S. Tanwar, ‘‘Blockchain envisioned UAV net-
works: Challenges, solutions, and comparisons,’’ Comput.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Commun.,
vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"151, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"518–538, Feb. 2020.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[57] B. Kitchenham and S. Charters, ‘‘Guidelines for performing systematic
literature reviews in software engineering,’’ School Comput.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Sci.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Math.,
Keele Univ., Keele, U.K., Tech.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Rep. EBSE-2007-01, 2007.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
[58] Japanese Female Facial Expressions (JAFFE).,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Accessed: 1998.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
[Online].,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Available: https://zenodo.org/record/3451524
[59] Extended Cohn-Kanade (CK+).",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Accessed: 2008.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
[Online].,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Available:
http://www.consortium.ri.cmu.edu/ckagree/
[60] Mmi.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Accessed: 2005.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
[Online].,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Available: https://mmifacedb.eu/
[61] Oulu-Casia.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Accessed: Nov. 17, 2011.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
[Online].,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Available: http://www.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"cse.oulu.ﬁ/CMV/Downloads/Oulu-CASIA/
[62] Multi-Pie.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Accessed: Oct. 2009.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
[Online].,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Available: http://www.cs.cmu.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"edu/afs/cs/project/PIE/MultiPie/Multi-Pie/Home.html
[63] Multimedia Understanding Group (MUG).",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Accessed: Apr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2010.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
[Online].,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Available: https://mug.ee.auth.gr/fed/
[64] Toronto Faces Dataset (TFD).",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Accessed: Apr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
[Online].,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Available:
https://josh@mplab.ucsd.edu
[65] Radbound Faces Database (RAFD).",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Accessed: 2011.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
[Online].,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Available:
http://www.socsci.ru.nl:8180/RaFD2/RaFD
[66] Fer-2013.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Accessed: 2013.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
[Online].,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Available: https://www.kaggle.com/
c/challenges-in-representation-learning-facial-expression-recognition-
challenge/data
[67] A. Dhall, R. Goecke, S. Lucey, and T. Gedeon, ‘‘Static facial expression
analysis in tough conditions: Data, evaluation protocol and benchmark,’’
in Proc.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEEE Int.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Conf.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Comput.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Vis.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Workshops (ICCV Workshops),
Nov. 2011, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2106–2112.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
[68] Sfew (Emotiw).,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Accessed: 2012.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
[Online].,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Available: https://josh@mplab.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
